.31,"H":36.69,"R":39.84,"I":20.34,"S":48.11,"J":31.04,"T":40.04,"U":53.44,"V":106.92,"W":108.86,"K":3,"E":20.93,"F":18.21,"G":25.31,"H":36.69,"R":39.84,"I":20.34,"S":48.11,"J":31.04,"T":40.04,"U":53.44,"V":106.92,"W":108.86,"K":3,"E":20.93,"F":18.21,"G":25.31,"H":36.69,"R":39.84,"I":20.34,"S":48.11,"J":31.04,"T":40.04,"U":53.44,"V":106.92,"W":108.86,"K":AS7265x Spectral Triad Example
A,B,C,D,E,F,G,H,R,I,S,J,T,U,V,W,K,L
{"A":18.19,"B":14.47,"C":22.51,"D":23.73,"E":20.93,"F":18.21,"G":25.31,"H":36.69,"R":39.84,"I":20.34,"S":79,"R":36.32,"I":32.75,"S":54.00,"J":33.70,"T":54.96,"U":61.54,"V":87.95,"W":94.06,"K":45.52,"L":44.32}
{"A":15.59,"B":81.01,"C":621.01,"D":129.59,"E":30.23,"F":16.11,"G":17.07,"H":25.02,"R":36.32,"I":24.31,"S":59.89,"J":31.93,"T":59.67,"U":68.82,"V":93.99,"W":100.40,"K":42.58,"L":41.36}
{"A":10.39,"B":89.69,"C":766.41,"D":233.63,"E":40.31,"F":11.91,"G":24.13,"H":28.35,"R":24.61,"I":31.26,"S":49.09,"J":25.28,"T":26.69,"U":29.96,"V":53.46,"W":51.79,"K":32.30,"L":25.61}
{"A":12.13,"B":96.44,"C":748.59,"D":248.23,"E":41.86,"F":13.31,"G":22.96,"H":27.24,"R":25.78,"I":44.66,"S":54.00,"J":23.50,"T":29.83,"U":34.01,"V":52.60,"W":54.96,"K":29.37,"L":26.59}
{"A":8.66,"B":71.36,"C":508.44,"D":173.40,"E":28.68,"F":9.80,"G":15.30,"H":17.79,"R":18.75,"I":25.80,"S":42.22,"J":16.41,"T":21.98,"U":25.10,"V":34.49,"W":43.33,"K":18.35,"L":17.73}
{"A":7.80,"B":56.90,"C":414.63,"D":141.46,"E":24.81,"F":8.40,"G":11.77,"H":13.34,"R":15.23,"I":22.83,"S":32.40,"J":11.53,"T":17.27,"U":20.24,"V":28.45,"W":34.88,"K":13.95,"L":13.79}
{"A":7.80,"B":72.33,"C":520.63,"D":198.04,"E":29.46,"F":9.10,"G":15.30,"H":13.90,"R":17.58,"I":29.77,"S":42.22,"J":10.20,"T":14.92,"U":17.81,"V":24.14,"W":31.71,"K":11.75,"L":11.82}
{"A":6.93,"B":60.76,"C":515.94,"D":170.66,"E":27.91,"F":8.40,"G":17.66,"H":17.23,"R":25.78,"I":26.30,"S":61.86,"J":12.42,"T":18.84,"U":20.24,"V":28.45,"W":38.05,"K":13.95,"L":14.77}
{"A":8.66,"B":81.97,"C":569.41,"D":224.51,"E":31.01,"F":10.50,"G":18.25,"H":17.79,"R":21.09,"I":38.21,"S":66.77,"J":13.30,"T":18.84,"U":21.05,"V":25.87,"W":35.93,"K":14.68,"L":15.76}
{"A":9.53,"B":88.72,"C":679.17,"D":233.63,"E":35.66,"F":11.20,"G":17.66,"H":18.34,"R":18.75,"I":35.73,"S":40.26,"J":14.63,"T":21.20,"U":24.29,"V":33.63,"W":40.16,"K":18.35,"L":18.71}
{"A":9.53,"B":84.87,"C":635.08,"D":225.42,"E":34.11,"F":10.50,"G":19.42,"H":19.46,"R":19.92,"I":36.72,"S":48.11,"J":15.08,"T":20.41,"U":23.48,"V":31.90,"W":38.05,"K":17.62,"L":17.73}
{"A":7.80,"B":57.86,"C":469.04,"D":163.36,"E":26.36,"F":8.40,"G":17.07,"H":16.68,"R":21.09,"I":36.72,"S":64.80,"J":12.42,"T":18.06,"U":20.24,"V":25.87,"W":36.99,"K":13.95,"L":14.77}
{"A":8.66,"B":75.22,"C":530.01,"D":202.60,"E":30.23,"F":9.80,"G":15.30,"H":16.12,"R":18.75,"I":28.28,"S":47.13,"J":12.42,"T":18.06,"U":21.05,"V":28.45,"W":34.88,"K":14.68,"L":14.77}
{"A":9.53,"B":92.58,"C":693.24,"D":237.28,"E":35.66,"F":11.20,"G":18.84,"H":21.12,"R":22.26,"I":23.82,"S":44.18,"J":18.62,"T":21.98,"U":25.10,"V":32.77,"W":44.39,"K":17.62,"L":20.68}
{"A":10.39,"B":82.94,"C":610.69,"D":231.81,"E":34.89,"F":11.20,"G":19.42,"H":20.57,"R":21.09,"I":39.20,"S":54.00,"J":17.29,"T":23.55,"U":25.91,"V":35.35,"W":42.28,"K":21.29,"L":21.67}
{"A":10.39,"B":84.87,"C":610.69,"D":227.24,"E":34.89,"F":11.91,"G":19.42,"H":21.68,"R":19.92,"I":39.20,"S":50.07,"J":17.74,"T":23.55,"U":26.72,"V":36.22,"W":42.28,"K":22.03,"L":22.65}
{"A":11.26,"B":82.94,"C":598.49,"D":214.47,"E":34.11,"F":11.91,"G":18.84,"H":21.68,"R":19.92,"I":38.70,"S":43.20,"J":18.62,"T":25.12,"U":28.34,"V":37.94,"W":43.33,"K":23.49,"L":23.64}
{"A":10.39,"B":83.90,"C":614.44,"D":219.03,"E":34.11,"F":11.91,"G":18.84,"H":21.68,"R":19.92,"I":39.20,"S":49.09,"J":18.18,"T":24.34,"U":27.53,"V":37.08,"W":42.28,"K":22.03,"L":22.65}
{"A":10.39,"B":83.90,"C":600.37,"D":217.20,"E":34.11,"F":11.91,"G":18.84,"H":21.68,"R":19.92,"I":38.70,"S":47.13,"J":18.18,"T":25.12,"U":28.34,"V":37.94,"W":43.33,"K":23.49,"L":23.64}
{"A":11.26,"B":83.90,"C":596.62,"D":211.73,"E":34.11,"F":11.91,"G":18.84,"H":22.24,"R":19.92,"I":38.21,"S":48.11,"J":19.07,"T":26.69,"U":29.96,"V":39.66,"W":45.45,"K":24.23,"L":24.62}
{"A":11.26,"B":84.87,"C":605.06,"D":217.20,"E":34.11,"F":11.91,"G":18.84,"H":21.68,"R":21.09,"I":37.71,"S":48.11,"J":19.07,"T":25.91,"U":29.15,"V":40.53,"W":45.45,"K":24.23,"L":24.62}
{"A":11.26,"B":85.83,"C":624.76,"D":219.94,"E":34.89,"F":11.91,"G":19.42,"H":22.79,"R":21.09,"I":39.20,"S":51.06,"J":19.95,"T":26.69,"U":29.96,"V":39.66,"W":46.50,"K":24.23,"L":24.62}
{"A":12.13,"B":71.36,"C":489.68,"D":165.19,"E":29.46,"F":11.91,"G":18.84,"H":23.35,"R":23.43,"I":33.25,"S":41.24,"J":22.62,"T":34.54,"U":37.25,"V":51.74,"W":57.07,"K":28.63,"L":28.56}
{"A":12.13,"B":71.36,"C":479.36,"D":167.01,"E":29.46,"F":11.91,"G":20.60,"H":23.90,"R":24.61,"I":31.76,"S":39.27,"J":23.06,"T":34.54,"U":37.25,"V":54.32,"W":58.13,"K":29.37,"L":29.54}
{"A":10.39,"B":85.83,"C":566.60,"D":227.24,"E":31.78,"F":11.20,"G":20.01,"H":21.68,"R":22.26,"I":31.76,"S":50.07,"J":19.07,"T":24.34,"U":26.72,"V":42.25,"W":44.39,"K":24.23,"L":22.65}
{"A":9.53,"B":80.04,"C":666.04,"D":214.47,"E":35.66,"F":11.20,"G":21.19,"H":22.24,"R":24.61,"I":27.79,"S":53.02,"J":17.74,"T":25.91,"U":29.15,"V":37.94,"W":46.50,"K":22.76,"L":22.65}
{"A":10.39,"B":82.94,"C":609.75,"D":222.68,"E":34.11,"F":11.20,"G":20.01,"H":21.68,"R":21.09,"I":39.70,"S":50.07,"J":19.07,"T":24.34,"U":26.72,"V":39.66,"W":44.39,"K":24.96,"L":22.65}
{"A":8.66,"B":69.44,"C":454.97,"D":191.65,"E":27.13,"F":9.80,"G":15.30,"H":16.12,"R":18.75,"I":29.77,"S":50.07,"J":13.30,"T":18.06,"U":21.05,"V":27.59,"W":35.93,"K":15.42,"L":15.76}
{"A":9.53,"B":72.33,"C":582.55,"D":155.15,"E":29.46,"F":11.20,"G":14.13,"H":18.34,"R":17.58,"I":20.84,"S":35.35,"J":18.18,"T":21.20,"U":23.48,"V":31.04,"W":36.99,"K":21.29,"L":25.61}
{"A":8.66,"B":67.51,"C":580.67,"D":147.85,"E":28.68,"F":9.80,"G":12.36,"H":13.34,"R":22.26,"I":14.89,"S":43.20,"J":14.19,"T":19.63,"U":20.24,"V":27.59,"W":33.82,"K":21.29,"L":19.70}
{"A":6.06,"B":21.22,"C":67.54,"D":118.64,"E":10.08,"F":5.60,"G":17.07,"H":16.12,"R":26.95,"I":19.85,"S":50.07,"J":11.53,"T":17.27,"U":19.43,"V":25.01,"W":30.65,"K":14.68,"L":14.77}
{"A":5.20,"B":17.36,"C":240.15,"D":37.42,"E":14.73,"F":4.20,"G":7.06,"H":10.01,"R":17.58,"I":13.40,"S":43.20,"J":11.97,"T":12.56,"U":13.76,"V":24.14,"W":19.02,"K":16.15,"L":16.74}
{"A":8.66,"B":84.87,"C":597.56,"D":215.38,"E":31.01,"F":11.20,"G":13.54,"H":13.90,"R":18.75,"I":19.85,"S":34.36,"J":11.09,"T":16.49,"U":20.24,"V":27.59,"W":32.76,"K":13.95,"L":13.79}
{"A":8.66,"B":82.94,"C":619.13,"D":225.42,"E":33.33,"F":10.50,"G":17.66,"H":16.12,"R":23.43,"I":27.79,"S":48.11,"J":11.53,"T":17.27,"U":20.24,"V":27.59,"W":34.88,"K":13.22,"L":13.79}
{"A":1.73,"B":4.82,"C":96.62,"D":10.95,"E":6.98,"F":2.10,"G":5.30,"H":5.00,"R":10.55,"I":11.41,"S":57.93,"J":3.99,"T":7.07,"U":7.29,"V":16.38,"W":11.63,"K":6.61,"L":4.92}
{"A":6.06,"B":48.22,"C":48.78,"D":134.16,"E":4.65,"F":7.00,"G":14.72,"H":13.90,"R":26.95,"I":7.94,"S":41.24,"J":9.76,"T":17.27,"U":18.62,"V":12.07,"W":33.82,"K":5.14,"L":11.82}
{"A":9.53,"B":69.44,"C":583.48,"D":150.58,"E":31.01,"F":10.50,"G":15.30,"H":20.57,"R":19.92,"I":23.82,"S":35.35,"J":19.95,"T":25.91,"U":30.77,"V":43.11,"W":52.84,"K":22.76,"L":21.67}
{"A":8.66,"B":85.83,"C":585.36,"D":223.59,"E":31.78,"F":10.50,"G":16.48,"H":17.79,"R":21.09,"I":24.81,"S":37.31,"J":14.63,"T":19.63,"U":22.67,"V":37.94,"W":38.05,"K":19.82,"L":16.74}
{"A":5.20,"B":37.61,"C":107.88,"D":93.09,"E":7.75,"F":5.60,"G":8.83,"H":8.89,"R":23.43,"I":15.38,"S":66.77,"J":7.54,"T":14.13,"U":15.38,"V":17.25,"W":29.59,"K":8.08,"L":8.86}
{"A":7.80,"B":74.26,"C":515.00,"D":204.43,"E":27.91,"F":9.80,"G":17.66,"H":17.23,"R":22.26,"I":35.73,"S":64.80,"J":12.42,"T":18.06,"U":20.24,"V":24.14,"W":33.82,"K":13.22,"L":14.77}
{"A":7.80,"B":64.61,"C":571.29,"D":176.14,"E":31.01,"F":8.40,"G":17.66,"H":17.79,"R":22.26,"I":37.71,"S":74.62,"J":13.30,"T":18.06,"U":20.24,"V":25.87,"W":35.93,"K":14.68,"L":15.76}
{"A":7.80,"B":72.33,"C":574.10,"D":196.21,"E":31.01,"F":9.10,"G":15.89,"H":15.01,"R":23.43,"I":24.81,"S":48.11,"J":11.09,"T":18.06,"U":20.24,"V":28.45,"W":35.93,"K":13.95,"L":13.79}
{"A":8.66,"B":79.08,"C":589.11,"D":217.20,"E":31.01,"F":10.50,"G":14.72,"H":13.90,"R":23.43,"I":18.86,"S":54.00,"J":10.20,"T":17.27,"U":19.43,"V":25.87,"W":33.82,"K":12.48,"L":12.80}
{"A":7.80,"B":76.19,"C":636.95,"D":198.95,"E":31.78,"F":9.80,"G":11.77,"H":11.67,"R":24.61,"I":17.86,"S":56.95,"J":9.31,"T":16.49,"U":18.62,"V":24.14,"W":32.76,"K":12.48,"L":11.82}
{"A":7.80,"B":75.22,"C":564.72,"D":195.30,"E":30.23,"F":9.80,"G":13.54,"H":12.79,"R":22.26,"I":18.36,"S":55.96,"J":9.76,"T":15.70,"U":18.62,"V":25.87,"W":33.82,"K":11.75,"L":11.82}
{"A":6.06,"B":37.61,"C":367.73,"D":123.20,"E":23.26,"F":7.00,"G":14.72,"H":13.34,"R":19.92,"I":34.73,"S":58.91,"J":9.31,"T":15.70,"U":18.62,"V":24.14,"W":34.88,"K":11.75,"L":10.83}
{"A":7.80,"B":70.40,"C":479.36,"D":192.56,"E":27.13,"F":9.80,"G":16.48,"H":15.57,"R":21.09,"I":36.72,"S":63.82,"J":11.53,"T":17.27,"U":19.43,"V":24.14,"W":33.82,"K":13.22,"L":13.79}
{"A":7.80,"B":68.47,"C":557.22,"D":191.65,"E":30.23,"F":9.80,"G":17.07,"H":16.68,"R":22.26,"I":35.73,"S":47.13,"J":12.42,"T":18.84,"U":21.05,"V":27.59,"W":34.88,"K":14.68,"L":14.77}
{"A":6.93,"B":45.33,"C":489.68,"D":132.33,"E":27.13,"F":7.00,"G":14.72,"H":14.45,"R":19.92,"I":37.71,"S":66.77,"J":10.64,"T":15.70,"U":17.81,"V":24.14,"W":34.88,"K":13.22,"L":12.80}
{"A":6.93,"B":49.18,"C":375.23,"D":138.72,"E":22.48,"F":7.70,"G":12.95,"H":12.23,"R":22.26,"I":26.79,"S":62.84,"J":8.87,"T":15.70,"U":17.81,"V":24.14,"W":31.71,"K":11.01,"L":11.82}
{"A":4.33,"B":17.36,"C":124.76,"D":46.54,"E":9.30,"F":4.20,"G":8.83,"H":8.89,"R":19.92,"I":20.84,"S":70.69,"J":7.09,"T":13.35,"U":15.38,"V":19.83,"W":30.65,"K":8.81,"L":8.86}
{"A":9.53,"B":77.15,"C":565.66,"D":214.47,"E":31.78,"F":10.50,"G":17.66,"H":18.90,"R":19.92,"I":37.22,"S":51.06,"J":15.52,"T":20.41,"U":22.67,"V":29.32,"W":38.05,"K":17.62,"L":18.71}
{"A":9.53,"B":74.26,"C":543.15,"D":199.86,"E":31.01,"F":10.50,"G":17.66,"H":19.46,"R":18.75,"I":37.22,"S":40.26,"J":15.96,"T":21.20,"U":23.48,"V":31.90,"W":38.05,"K":19.82,"L":19.70}
